track,artist,v,tau,chi,zeta,C(4),C(8),ze_score,ze_grade,n_notes,n_events,v_pitch,v_rhythm,v_dynamics,v_harmony,chart_position,chart_year
track_184,Artist_9,0.188,0.1381,0.7895,0.7347,0.0383,-0.032,39.0,★ Низкий,134,133,0.0,0.0,0.0,0.0,56,
track_185,Artist_9,0.0549,0.1533,1.2766,2.7906,-0.0374,-0.1049,35.0,★ Низкий,92,91,0.0,0.0,0.0,0.0,86,
track_186,Artist_9,-0.1067,0.1372,1.5789,1.2862,0.0556,0.1781,35.0,★ Низкий,151,150,0.0,0.0,0.0,0.0,57,
track_187,Artist_9,-0.5263,0.109,0.8824,0.207,0.08,-0.1016,17.8,☆ Не хит,153,152,0.0,0.0,0.0,0.0,100,
track_188,Artist_9,-0.5144,0.1009,1.0169,0.1962,0.0092,-0.0639,35.0,★ Низкий,244,243,0.0,0.0,0.0,0.0,86,
track_189,Artist_9,-0.5269,0.1047,1.3953,0.1987,0.0321,0.0254,35.0,★ Низкий,187,186,0.0,0.0,0.0,0.0,37,
track_190,Artist_9,-0.1463,0.1549,1.8182,1.0582,0.0232,-0.0489,35.0,★ Низкий,83,82,0.0,0.0,0.0,0.0,96,
track_191,Artist_9,-0.5051,0.1058,0.8333,0.2095,-0.0171,0.0236,36.1,★ Низкий,199,198,0.0,0.0,0.0,0.0,95,
track_192,Artist_9,-0.4177,0.1191,0.8696,0.2852,0.0082,0.0157,18.7,☆ Не хит,159,158,0.0,0.0,0.0,0.0,81,
track_193,Artist_9,-0.0291,0.13,0.9184,4.464,-0.0295,-0.1072,30.4,★ Низкий,207,206,0.0,0.0,0.0,0.0,100,
track_194,Artist_9,0.0783,0.1283,0.9649,1.6373,0.1653,0.0282,35.0,★ Низкий,218,217,0.0,0.0,0.0,0.0,65,
track_195,Artist_9,-0.1535,0.1269,1.3483,0.8265,0.093,0.0574,35.0,★ Низкий,216,215,0.0,0.0,0.0,0.0,90,
track_196,Artist_9,-0.0306,0.1275,0.7619,4.1704,0.1258,-0.0326,40.9,★★ Средний,230,229,0.0,0.0,0.0,0.0,19,
track_197,Artist_9,0.1244,0.1292,0.5357,1.0391,0.0674,-0.0049,34.0,★ Низкий,202,201,0.0,0.0,0.0,0.0,80,
track_198,Artist_9,-0.2632,0.152,1.5385,0.5775,0.2401,-0.0108,35.0,★ Низкий,77,76,0.0,0.0,0.0,0.0,78,
track_199,Artist_9,-0.5364,0.1079,1.4706,0.2012,0.0051,0.0601,35.0,★ Низкий,152,151,0.0,0.0,0.0,0.0,21,
